id;texto;categoria_assunto;canal;particao_recomendada
REC-03029;Pessoal, recebi só uma parte da compra há alguns dias Isso pode ser verificado, por favor?;entrega;site;teste
REC-03030;Solicito orientação: queria uma orientação, o suporte pede as mesmas informações toda vez e, além disso, o estorno ainda está pendente. Isso pode ser verificado, por favor?;atendimento;chat;teste
REC-03031;"Olá, venho informar, o item apresentou problema no primeiro uso; entretanto também tentei abrir uma troca. Fico no aguardo.";produto;email;treino
REC-03032;o rastreio parou de atualizar e preciso saber o q aconteceu;entrega;chat;treino
REC-03033;Solicito orientação: queria uma orientação, o pacote sumiu no trajeto e, além disso, a caixa veio com uma peça faltando. Obrigada.;entrega;telefone;teste
REC-03034;Registro a seguinte situação: o prazo mudou várias vezes no meu último pedido?;entrega;app;treino
REC-03035;A compra chegou depois da data em que eu precisava no meu último pedido;entrega;email;treino
REC-03036;E ainda não consigo retorno no atendimento, mas faltou um acessório dentro da caixa Podem verificar?;produto;chat;treino
REC-03037;Ninguém responde minhas mensagens há alguns dias, desde a semana passada.;atendimento;site;treino
REC-03038;preciso de ajuda, o acabamento veio com marcas e preciso saber o que aconteceu? obrigado.;produto;chat;treino
REC-03039;Não sei onde acompanhar minha devolução?;troca_devolucao;telefone;treino
REC-03040;Não reconheço uma cobrança relacionada ao pedido no meu último pedido;pagamento;site;teste
REC-03041;Por favor, solicitei troca e recebi instruções contraditórias.;troca_devolucao;site;treino
REC-03042;E ainda não consigo retorno no atendimento, mas não reconheço uma cobrança relacionada ao peddo.;pagamento;telefone;treino
REC-03043;Olá, não consigo localizar onde está a encomenda no meu último pedido.;entrega;telefone;teste
REC-03044;Olá, ninguém responde minhas mensagens? Fico no aguardo.;atendimento;site;treino
REC-03045;VENHO INFORMAR, A COR VEIO DIFERENTE DA ESCOLHIDA AGRADEÇO SE PUDEREM OLHAR ISSO.;produto;app;validacao
REC-03046;"Por favor, não reconheço uma cobrança relacionada ao pedido; e também tentei abrir uma troca Podem verificar?";pagamento;telefone;treino
REC-03047;"Por favor, o pagamento foi recusado mesmo com limite; entretanto ninguém responde ao protocolo.";pagamento;telefone;treino
REC-03048;"o reembolso foi aprovado, porém não caiu; além disso, o tamanho não corresponde ao informado";produto;telefone;validacao
REC-03049;também apareceu uma cobrança que não entendi, mas a resposta recebida não tem relação com a minha dúvida.;atendimento;site;treino
REC-03050;"Venho informar, o pedido ainda não chegou; e o chat não esclareceu a situação. Como resolvo?";entrega;app;treino
REC-03051;Registro a seguinte situação: o estorno ainda está pendente, mas consta como entregue, mas não recebi.;entrega;site;treino
REC-03052;Então, estou com uma dúvida, o atendente informou um procedimento que não funciona e preciso saber o que aconteceu;atendimento;app;treino
REC-03053;A encomenda está atrasada no meu último pedido?;entrega;email;treino
REC-03054;Venho informar, o acabamento veio com marcas e preciso saber o que aconteceu Conseguem me orientar?;produto;telefone;validacao
REC-03055;Alguém consegue me ajudar, a parcela veio com valor incorreto há alguns dias. Como resolvo?;pagamento;chat;treino
REC-03056;O valor foi cobrado duas vezes e, além disso, ninguém responde ao protocolo.;pagamento;email;treino
REC-03057;"Gostaria de registrar, a peça veio quebrada; ao mesmo tempo também tentei abrir uma troca. Como resolvo?!";produto;app;treino
REC-03058;Por favor, o pagamento foi recusado mesmo com limite desde ontem.;pagamento;telefone;treino
REC-03059;Oi, estou tentando falar com alguém há dias há alguns dias.;atendimento;chat;validacao
REC-03060;Uma parte do kit não veio e o protocolo foi fechado sem retorno.;produto;site;treino
REC-03061;a embalagem estava intacta, mas o item não funciona há alguns dias?;produto;chat;treino
REC-03062;Bom dia, estou tentando devolver o item. O que mais preciso resolver é que não reconheço uma cobrança relacionada ao pedido. Preciso de um retorno.;pagamento;telefone;teste
REC-03063;Boa tarde, solicitei troca e recebi instruções contraditórias e preciso saber o que aconteceu Como resolvo?;troca_devolucao;site;validacao
REC-03064;"recebi o modelo errado; porém também apareceu uma cobrança que não entendi.";produto;chat;treino
REC-03065;Alguém consegue me ajudar, o acabamento veio com marcas e, além disso, ninguém responde ao protocolo. Agradeço se puderem olhar isso.;produto;chat;teste
REC-03066;"Gente, o tamanho não corresponde ao informado; mas estou tentando devolver o item!";produto;site;validacao
REC-03067;Estou tentando devolver o item, mas o rastreio parou de atualizar.;entrega;email;treino
REC-03068;Olá, o cartão foi debitado, mas o pedido não confirmou e preciso saber o que aconteceu? Podem verificar?!;pagamento;email;treino
REC-03069;recebi o modelo errado e, além disso, o chat não esclareceu a situação.;produto;site;treino
REC-03070;Faltou um acessório dentro da caixa e, além disso, e ainda não consigo retorno no atendimento;produto;app;treino
REC-03071;o chat não esclareceu a situação, mas o cartão foi debitado, mas o pedido não confirmou.;pagamento;app;treino
REC-03072;Por favor, olá, o item chegou com defeito desde ontem? Obrigado.;produto;email;teste
REC-03073;queria uma orientação, a previsão de chegada passou e nada no meu último pedido fico no aguardo.;entrega;site;treino
REC-03074;Olá, só queria entender, a peça veio quebrada no meu último pedido? Podem verificar?;produto;email;validacao
REC-03075;O pedido ainda não chegou no meu último pedido;entrega;app;treino
REC-03076;Oi, meu chamado está sem atualização e, além disso, o rastreio está confuso.;atendimento;email;treino
REC-03077;"o pagamento foi recusado mesmo com limite; apesar disso estou tentando devolver o item 🙂";pagamento;chat;treino
REC-03078;"Gostaria de solicitar apoio: recebi informações diferentes de cada atendente; e também apareceu uma cobrança que não entendi.";atendimento;app;treino
REC-03079;Oi, a compra chegou depois da data em que eu precisava e preciso saber o que aconteceu;entrega;telefone;treino
REC-03080;o modelo recebido não era exatamente o esperado, mas o valor foi cobrado duas vezes.;pagamento;site;validacao
REC-03081;Pessoal, o chat não esclareceu a situação. O que mais preciso resolver é que a parcela veio com valor incorreto. Podem verificar?;pagamento;site;treino
REC-03082;Oi, a descrição do anúncio não bate com o que chegou e preciso saber o que aconteceu. Agradeço se puderem olhar isso.;produto;site;treino
REC-03083;;entrega;site;treino
REC-03084;O sistema diz pagamento pendente, mas já paguei.;pagamento;telefone;treino
REC-03085;Na última compra, fui tratado de forma pouco cordial e preciso saber o que aconteceu.;atendimento;email;validacao
REC-03086;"O chat me transfere e ninguém assume o caso; apesar disso a devoluçao não aparece no sistema.";atendimento;telefone;teste
REC-03087;O pacote demorou a chegar. O que mais preciso resolver é que fui tratado de forma pouco cordial.;atendimento;chat;treino
REC-03088;o pacote demorou a chegar, mas não consigo gerar o boleto.;pagamento;telefone;validacao
REC-03089;Pessoal, o chat nao esclareceu a situação. O que mais preciso resolver é que o pedido ainda nao chegou.;entrega;email;validacao
REC-03090;Por favor, não reconheço uma cobrança relacionada ao pedido e o sistema bloqueia a opção de devolução.;pagamento;app;treino
REC-03091;Pessoal, o item apresentou problema no primeiro uso há alguns dias. Preciso de um retorno.;produto;app;treino
REC-03092;Pessoal, meu chamado está sem atualização e preciso saber o que aconteceu? Obrigado.;atendimento;email;teste
REC-03093;quero cancelar a compra e devolver o q recbi. também aconteceu o seguinte: a cor veio diferente da escolhida. 😤;produto;app;treino
REC-03094;Boa tarde, o acabamento veio com marcas e, além disso, o chat não esclareceu a situação. Como resolvo?;produto;email;treino
REC-03095;oi, também apareceu uma cobrança que não entendi. o que mais preciso resolver é que a troca foi aprovada, mas o novo item não foi enviado.;troca_devolucao;site;treino
REC-03096;venho informar, o sistema bloqueia a opção de devolução e preciso saber o que aconteceu. preciso de um retorno.;troca_devolucao;chat;teste
REC-03097;Gente, o pix saiu da conta e a compra continua pendente há alguns dias.;pagamento;chat;treino
REC-03098;prometeram retorno e não retornaram desde ontem;atendimento;chat;treino
REC-03099;Por favor, pessoal, estou tentando devolver o item, mas a cor veio diferente da escolhida. Como resolvo?;produto;chat;treino
REC-03100;Oi, o pix saiu da conta e a compra continua pendente;pagamento;site;treino
REC-03101;O prazo mudou várias vezes e preciso saber o que aconteceu?;entrega;site;treino
REC-03102;Por favor, a solicitação de devoluçao não avança. Também aconteceu o seguinte: o prazo mudou várias vezes.;entrega;app;validacao
REC-03103;"Venho informar, o item apresentou problema no primeiro uso; além disso, não sei onde acompanhar minha devolução. Preciso de um retorno.";troca_devolucao;site;teste
REC-03104;a embalagem estava intacta, mas o item não funciona;produto;telefone;treino
REC-03105;a etiqueta de postagem não foi liberada e, além disso, a entrega também atrasou;troca_devolucao;email;treino
REC-03106;Gente, o chat não esclareceu a situação. O que mais preciso resolver é que a parcela veio com valor incorreto.;pagamento;app;treino
REC-03107;Gente, a cor veio diferente da escolhida desde ontem;produto;app;treino
REC-03108;OLÁ, OLÁ, A PEÇA VEIO QUEBRADA E PRECISO SABER O QUE ACONTECEU? OBRIGADA.;produto;app;treino
REC-03109;A devolução não aparece no sistema. O que mais preciso resolver é que o acabamento veio com marcas!;produto;email;treino
REC-03110;Estou tentando devolver o item, mas o sistema diz pagamento pendente, mas já paguei.;pagamento;email;teste
REC-03111;A solicitação de devolução não avança e, além disso, e ainda não consigo retorno no atendimento.;troca_devolucao;site;treino
REC-03112;o acabamento veio com marcas no meu último pedido?;produto;chat;treino
REC-03113;Preciso de ajuda, o tamanho não corresponde ao informado há alguns dias. Preciso de um retorno.;produto;email;treino
REC-03114;Boa tarde, ninguém responde minhas mensagens há alguns dias? Isso pode ser verificado, por favor?;atendimento;email;teste
REC-03115;"Solicito orientação: por favor, o atendimento encerrou o contato sem resolver; além disso, preciso substituir o item por outro modelo. Obrigado.";troca_devolucao;chat;treino
REC-03116;O chat não esclareceu a situação. O que mais preciso resolver é que a transportadora não apareceu no endereço.;entrega;email;treino
REC-03117;O chat não esclareceu a situação. O que mais preciso resolver é que o estorno ainda não apareceu.;pagamento;chat;treino
REC-03118;Boa tarde, o chat me transfere e ninguém assume o caso e, além disso, o estorno ainda está pendente!;atendimento;app;treino
REC-03119;foi incluída uma taxa que n estava prevista, mas ao mesmo tempo n consigo atendimento humano.;pagamento;telefone;teste
REC-03120;o pacote demorou a chegar, mas a resposta recebida não tem relação com a minha dúvida;atendimento;telefone;teste
REC-03121;"bom dia, o material parece danificado; e o rastreio está confuso conseguem me orientar";produto;telefone;teste
REC-03122;recebi só uma parte da compra e, além disso, a devolução não aparece no sistema;entrega;chat;treino
REC-03123;estou com uma dúvida, o protocolo foi fechado sem retorno podem verificar?;atendimento;email;treino
REC-03124;"o pagamento foi recusado mesmo com limite; apesar disso o item também veio com uma avaria.";pagamento;site;treino
REC-03125;fui tratado de forma pouco cordial;atendimento;app;treino
REC-03126;Então, o pacote sumiu no trajeto e preciso saber o que aconteceu;entrega;email;treino
